2016,Level 4,EE112,Residential Building Construction,Dollars (millions),H11,Depreciation,Financial performance,120,ANZSIC06 group E301
2016,Level 4,EE112,Residential Building Construction,Dollars (millions),H12,Salaries and wages paid,Financial performance,"1,702",ANZSIC06 group E301
2016,Level 4,EE112,Residential Building Construction,Dollars (millions),H13,Redundancy and severance,Financial performance,4,ANZSIC06 group E301
2016,Level 4,EE112,Residential Building Construction,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"9,892",ANZSIC06 group E301
2016,Level 4,EE112,Residential Building Construction,Dollars (millions),H20,Non-operating expenses,Financial performance,59,ANZSIC06 group E301
2016,Level 4,EE112,Residential Building Construction,Dollars (millions),H21,Opening stocks,Financial performance,"1,802",ANZSIC06 group E301
2016,Level 4,EE112,Residential Building Construction,Dollars (millions),H22,Closing stocks,Financial performance,"2,162",ANZSIC06 group E301
2016,Level 4,EE112,Residential Building Construction,Dollars (millions),H23,Surplus before income tax,Financial performance,891,ANZSIC06 group E301
2016,Level 4,EE112,Residential Building Construction,Dollars (millions),H24,Total assets,Financial position,"6,580",ANZSIC06 group E301
2016,Level 4,EE112,Residential Building Construction,Dollars (millions),H25,Current assets,Financial position,"4,576",ANZSIC06 group E301
2016,Level 4,EE112,Residential Building Construction,Dollars (millions),H26,Fixed tangible assets,Financial position,"1,266",ANZSIC06 group E301
2016,Level 4,EE112,Residential Building Construction,Dollars (millions),H27,Additions to fixed assets,Financial position,438,ANZSIC06 group E301
2016,Level 4,EE112,Residential Building Construction,Dollars (millions),H28,Disposals of fixed assets,Financial position,155,ANZSIC06 group E301
2016,Level 4,EE112,Residential Building Construction,Dollars (millions),H29,Other assets,Financial position,738,ANZSIC06 group E301
2016,Level 4,EE112,Residential Building Construction,Dollars (millions),H30,Total equity and liabilities,Financial position,"6,579",ANZSIC06 group E301
2016,Level 4,EE112,Residential Building Construction,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"1,461",ANZSIC06 group E301
2016,Level 4,EE112,Residential Building Construction,Dollars (millions),H32,Current liabilities,Financial position,"3,644",ANZSIC06 group E301
2016,Level 4,EE112,Residential Building Construction,Dollars (millions),H33,Other liabilities,Financial position,"1,473",ANZSIC06 group E301
2016,Level 4,EE112,Residential Building Construction,Dollars,H34,Total income per employee count,Financial ratios,"546,700",ANZSIC06 group E301
2016,Level 4,EE112,Residential Building Construction,Dollars,H35,Surplus per employee count,Financial ratios,"39,100",ANZSIC06 group E301
2016,Level 4,EE112,Residential Building Construction,Percentage,H36,Current ratio,Financial ratios,126,ANZSIC06 group E301
2016,Level 4,EE112,Residential Building Construction,Percentage,H37,Quick ratio,Financial ratios,66,ANZSIC06 group E301
2016,Level 4,EE112,Residential Building Construction,Percentage,H39,Return on equity,Financial ratios,61,ANZSIC06 group E301
2016,Level 4,EE112,Residential Building Construction,Percentage,H40,Return on total assets,Financial ratios,14,ANZSIC06 group E301
2016,Level 4,EE112,Residential Building Construction,Percentage,H41,Liabilities structure,Financial ratios,22,ANZSIC06 group E301
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions),H01,Total income,Financial performance,"7,214",ANZSIC06 group E302
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions),H04,Sales of goods and services,Financial performance,"6,998",ANZSIC06 group E302
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,C,ANZSIC06 group E302
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0,ANZSIC06 group E302
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions),H07,Non-operating income,Financial performance,C,ANZSIC06 group E302
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions),H08,Total expenditure,Financial performance,"6,740",ANZSIC06 group E302
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions),H09,Interest and donations,Financial performance,33,ANZSIC06 group E302
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions),H10,Indirect taxes,Financial performance,15,ANZSIC06 group E302
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions),H11,Depreciation,Financial performance,41,ANZSIC06 group E302
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions),H12,Salaries and wages paid,Financial performance,788,ANZSIC06 group E302
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions),H13,Redundancy and severance,Financial performance,2,ANZSIC06 group E302
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"5,844",ANZSIC06 group E302
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions),H20,Non-operating expenses,Financial performance,19,ANZSIC06 group E302
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions),H21,Opening stocks,Financial performance,301,ANZSIC06 group E302
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions),H22,Closing stocks,Financial performance,346,ANZSIC06 group E302
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions),H23,Surplus before income tax,Financial performance,519,ANZSIC06 group E302
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions),H24,Total assets,Financial position,"3,373",ANZSIC06 group E302
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions),H25,Current assets,Financial position,"2,564",ANZSIC06 group E302
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions),H26,Fixed tangible assets,Financial position,587,ANZSIC06 group E302
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions),H27,Additions to fixed assets,Financial position,143,ANZSIC06 group E302
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions),H28,Disposals of fixed assets,Financial position,38,ANZSIC06 group E302
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions),H29,Other assets,Financial position,222,ANZSIC06 group E302
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions),H30,Total equity and liabilities,Financial position,"3,373",ANZSIC06 group E302
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,914,ANZSIC06 group E302
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions),H32,Current liabilities,Financial position,"2,014",ANZSIC06 group E302
2016,Level 4,EE113,Non-Residential Building Construction,Dollars (millions),H33,Other liabilities,Financial position,445,ANZSIC06 group E302
2016,Level 4,EE113,Non-Residential Building Construction,Dollars,H34,Total income per employee count,Financial ratios,"720,400",ANZSIC06 group E302
2016,Level 4,EE113,Non-Residential Building Construction,Dollars,H35,Surplus per employee count,Financial ratios,"51,800",ANZSIC06 group E302
2016,Level 4,EE113,Non-Residential Building Construction,Percentage,H36,Current ratio,Financial ratios,127,ANZSIC06 group E302
2016,Level 4,EE113,Non-Residential Building Construction,Percentage,H37,Quick ratio,Financial ratios,110,ANZSIC06 group E302
2016,Level 4,EE113,Non-Residential Building Construction,Percentage,H39,Return on equity,Financial ratios,57,ANZSIC06 group E302
2016,Level 4,EE113,Non-Residential Building Construction,Percentage,H40,Return on total assets,Financial ratios,15,ANZSIC06 group E302
2016,Level 4,EE113,Non-Residential Building Construction,Percentage,H41,Liabilities structure,Financial ratios,27,ANZSIC06 group E302
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions),H01,Total income,Financial performance,"10,751",ANZSIC06 group E310
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions),H04,Sales of goods and services,Financial performance,"10,644",ANZSIC06 group E310
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,80,ANZSIC06 group E310
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0,ANZSIC06 group E310
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions),H07,Non-operating income,Financial performance,27,ANZSIC06 group E310
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions),H08,Total expenditure,Financial performance,"10,355",ANZSIC06 group E310
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions),H09,Interest and donations,Financial performance,104,ANZSIC06 group E310
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions),H10,Indirect taxes,Financial performance,41,ANZSIC06 group E310
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions),H11,Depreciation,Financial performance,273,ANZSIC06 group E310
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions),H12,Salaries and wages paid,Financial performance,"2,551",ANZSIC06 group E310
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions),H13,Redundancy and severance,Financial performance,4,ANZSIC06 group E310
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"7,303",ANZSIC06 group E310
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions),H20,Non-operating expenses,Financial performance,83,ANZSIC06 group E310
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions),H21,Opening stocks,Financial performance,205,ANZSIC06 group E310
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions),H22,Closing stocks,Financial performance,192,ANZSIC06 group E310
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions),H23,Surplus before income tax,Financial performance,382,ANZSIC06 group E310
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions),H24,Total assets,Financial position,"6,237",ANZSIC06 group E310
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions),H25,Current assets,Financial position,"2,988",ANZSIC06 group E310
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions),H26,Fixed tangible assets,Financial position,"1,549",ANZSIC06 group E310
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions),H27,Additions to fixed assets,Financial position,388,ANZSIC06 group E310
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions),H28,Disposals of fixed assets,Financial position,120,ANZSIC06 group E310
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions),H29,Other assets,Financial position,"1,699",ANZSIC06 group E310
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions),H30,Total equity and liabilities,Financial position,"6,237",ANZSIC06 group E310
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"2,002",ANZSIC06 group E310
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions),H32,Current liabilities,Financial position,"2,683",ANZSIC06 group E310
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars (millions),H33,Other liabilities,Financial position,"1,553",ANZSIC06 group E310
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars,H34,Total income per employee count,Financial ratios,"334,100",ANZSIC06 group E310
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Dollars,H35,Surplus per employee count,Financial ratios,"11,900",ANZSIC06 group E310
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Percentage,H36,Current ratio,Financial ratios,111,ANZSIC06 group E310
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Percentage,H37,Quick ratio,Financial ratios,104,ANZSIC06 group E310
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Percentage,H39,Return on equity,Financial ratios,19,ANZSIC06 group E310
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Percentage,H40,Return on total assets,Financial ratios,6,ANZSIC06 group E310
2016,Level 3,EE12,Heavy and Civil Engineering Construction,Percentage,H41,Liabilities structure,Financial ratios,32,ANZSIC06 group E310
2016,Level 4,EE121,Heavy and Civil Engineering Construction,Dollars (millions),H01,Total income,Financial performance,"10,751",ANZSIC06 group E310
2016,Level 4,EE121,Heavy and Civil Engineering Construction,Dollars (millions),H04,Sales of goods and services,Financial performance,"10,644",ANZSIC06 group E310
2016,Level 4,EE121,Heavy and Civil Engineering Construction,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,80,ANZSIC06 group E310
2016,Level 4,EE121,Heavy and Civil Engineering Construction,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0,ANZSIC06 group E310
2016,Level 4,EE121,Heavy and Civil Engineering Construction,Dollars (millions),H07,Non-operating income,Financial performance,27,ANZSIC06 group E310
2016,Level 4,EE121,Heavy and Civil Engineering Construction,Dollars (millions),H08,Total expenditure,Financial performance,"10,355",ANZSIC06 group E310
2016,Level 4,EE121,Heavy and Civil Engineering Construction,Dollars (millions),H09,Interest and donations,Financial performance,104,ANZSIC06 group E310
2016,Level 4,EE121,Heavy and Civil Engineering Construction,Dollars (millions),H10,Indirect taxes,Financial performance,41,ANZSIC06 group E310
2016,Level 4,EE121,Heavy and Civil Engineering Construction,Dollars (millions),H11,Depreciation,Financial performance,273,ANZSIC06 group E310
2016,Level 4,EE121,Heavy and Civil Engineering Construction,Dollars (millions),H12,Salaries and wages paid,Financial performance,"2,551",ANZSIC06 group E310
2016,Level 4,EE121,Heavy and Civil Engineering Construction,Dollars (millions),H13,Redundancy and severance,Financial performance,4,ANZSIC06 group E310
2016,Level 4,EE121,Heavy and Civil Engineering Construction,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"7,303",ANZSIC06 group E310
2016,Level 4,EE121,Heavy and Civil Engineering Construction,Dollars (millions),H20,Non-operating expenses,Financial performance,83,ANZSIC06 group E310
2016,Level 4,EE121,Heavy and Civil Engineering Construction,Dollars (millions),H21,Opening stocks,Financial performance,205,ANZSIC06 group E310
2016,Level 4,EE121,Heavy and Civil Engineering Construction,Dollars (millions),H22,Closing stocks,Financial performance,192,ANZSIC06 group E310
2016,Level 4,EE121,Heavy and Civil Engineering Construction,Dollars (millions),H23,Surplus before income tax,Financial performance,382,ANZSIC06 group E310
2016,Level 4,EE121,Heavy and Civil Engineering Construction,Dollars (millions),H24,Total assets,Financial position,"6,237",ANZSIC06 group E310
2016,Level 4,EE121,Heavy and Civil Engineering Construction,Dollars (millions),H25,Current assets,Financial position,"2,988",ANZSIC06 group E310
2016,Level 4,EE121,Heavy and Civil Engineering Construction,Dollars (millions),H26,Fixed tangible assets,Financial position,"1,549",ANZSIC06 group E310
